ID,R1_association,R1_edge_weight,R1_concreteness,R2_association,R2_edge_weight,R2_concreteness,R3_association,R3_edge_weight,R3_concreteness,R4_association,R4_edge_weight,R4_concreteness,cue,cue_weight,associations,num_distractors,num_associations,associations_mean_weight,distractors,labels,candidates,candidates_connectivity_score,candidates_connectivity_data,alternative_associations_candidates,cue_associations_str,cue_associations_lst,candidates_connectivity_score_weight,origin_candidates_number,solvers_mean_jaccard
1671,music,76,4.31,orchestra,53.0,4.79,,,,,,,symphony,142,"[""music"", ""orchestra""]",4,2,64.5,"[""jester"", ""cane"", ""factory"", ""glue""]","[3, 5]","[""glue"", ""jester"", ""factory"", ""music"", ""cane"", ""orchestra""]",1,"[{'alternative_cue': 'conduct', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'oboe', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'viola', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'clarinet', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'composer', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'musician', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cymbal', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cello', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'violinist', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'french horn', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'ensemble', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cymbals', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bassoon', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'violin', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'conductor', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'woodwind', 'alternative_cue_novel_associations': ['orchestra', 'music'], 'num_alternative_cue_novel_associations': 2}]","[['orchestra', 'music']]","['music', 'orchestra', 'symphony']","['symphony', 'music', 'orchestra']",4,6,1.0
1672,baby,34,5.0,fetus,14.0,4.62,,,,,,,abortion,68,"[""baby"", ""fetus""]",4,2,24.0,"[""ceramic"", ""zombie"", ""raisin"", ""trap""]","[1, 3]","[""ceramic"", ""baby"", ""trap"", ""fetus"", ""raisin"", ""zombie""]",1,"[{'alternative_cue': 'womb', 'alternative_cue_novel_associations': ['baby', 'fetus'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'embryo', 'alternative_cue_novel_associations': ['baby', 'fetus'], 'num_alternative_cue_novel_associations': 2}]","[['baby', 'fetus']]","['abortion', 'baby', 'fetus']","['abortion', 'baby', 'fetus']",4,6,1.0
1674,rainbow,45,4.57,red,15.0,4.24,,,,,,,colorful,102,"[""rainbow"", ""red""]",4,2,30.0,"[""brew"", ""gem"", ""acid"", ""push""]","[5, 1]","[""push"", ""red"", ""brew"", ""acid"", ""gem"", ""rainbow""]",2,"[{'alternative_cue': 'ruby', 'alternative_cue_novel_associations': ['gem', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'colors', 'alternative_cue_novel_associations': ['rainbow', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'colours', 'alternative_cue_novel_associations': ['rainbow', 'red'], 'num_alternative_cue_novel_associations': 2}]","[['gem', 'red'], ['rainbow', 'red']]","['colorful', 'rainbow', 'red']","['colorful', 'rainbow', 'red']",9,6,0.3333333333333333
1676,water,16,5.0,soap,14.0,4.93,,,,,,,cleansing,54,"[""water"", ""soap""]",4,2,15.0,"[""brook"", ""propeller"", ""sign"", ""peach""]","[4, 1]","[""peach"", ""soap"", ""brook"", ""sign"", ""water"", ""propeller""]",3,"[{'alternative_cue': 'bathtub', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soak', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'propel', 'alternative_cue_novel_associations': ['propeller', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bubbling', 'alternative_cue_novel_associations': ['brook', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bathing', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bath', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'washcloth', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'stream', 'alternative_cue_novel_associations': ['brook', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bubbles', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dishwasher', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'creek', 'alternative_cue_novel_associations': ['brook', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'washing', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bathe', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'rinse', 'alternative_cue_novel_associations': ['soap', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['soap', 'water'], ['brook', 'water'], ['propeller', 'water']]","['cleansing', 'soap', 'water']","['cleansing', 'water', 'soap']",16,6,1.0
1677,mushroom,68,4.83,mold,17.0,4.85,,,,,,,fungi,100,"[""mushroom"", ""mold""]",4,2,42.5,"[""aunt"", ""radio"", ""football"", ""tusk""]","[0, 4]","[""mushroom"", ""radio"", ""football"", ""aunt"", ""mold"", ""tusk""]",1,"[{'alternative_cue': 'receiver', 'alternative_cue_novel_associations': ['radio', 'football'], 'num_alternative_cue_novel_associations': 2}]","[['radio', 'football']]","['fungi', 'mold', 'mushroom']","['fungi', 'mushroom', 'mold']",4,6,1.0
1679,dress,31,4.93,sewing,10.0,4.4,,,,,,,hem,98,"[""dress"", ""sewing""]",4,2,20.5,"[""clock"", ""vacuum cleaner"", ""quill"", ""meter""]","[3, 0]","[""sewing"", ""clock"", ""quill"", ""dress"", ""vacuum cleaner"", ""meter""]",1,"[{'alternative_cue': 'seamstress', 'alternative_cue_novel_associations': ['dress', 'sewing'], 'num_alternative_cue_novel_associations': 2}]","[['dress', 'sewing']]","['dress', 'hem', 'sewing']","['hem', 'dress', 'sewing']",4,6,0.3333333333333333
1680,me,72,4.33,person,10.0,4.72,,,,,,,myself,138,"[""me"", ""person""]",4,2,41.0,"[""sibling"", ""envelope"", ""stopwatch"", ""cream""]","[4, 3]","[""cream"", ""stopwatch"", ""envelope"", ""person"", ""me"", ""sibling""]",1,"[{'alternative_cue': 'self', 'alternative_cue_novel_associations': ['person', 'me'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'individual', 'alternative_cue_novel_associations': ['person', 'me'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'identity', 'alternative_cue_novel_associations': ['person', 'me'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'you', 'alternative_cue_novel_associations': ['person', 'me'], 'num_alternative_cue_novel_associations': 2}]","[['person', 'me']]","['me', 'myself', 'person']","['myself', 'me', 'person']",4,6,1.0
1681,salad,30,4.97,green,15.0,4.07,,,,,,,endive,77,"[""salad"", ""green""]",4,2,22.5,"[""sack"", ""brake"", ""bathroom"", ""kidney""]","[3, 4]","[""brake"", ""sack"", ""bathroom"", ""salad"", ""green"", ""kidney""]",1,"[{'alternative_cue': 'cucumber', 'alternative_cue_novel_associations': ['green', 'salad'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'spinach', 'alternative_cue_novel_associations': ['green', 'salad'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'watercress', 'alternative_cue_novel_associations': ['green', 'salad'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'lettuce', 'alternative_cue_novel_associations': ['green', 'salad'], 'num_alternative_cue_novel_associations': 2}]","[['green', 'salad']]","['endive', 'green', 'salad']","['endive', 'salad', 'green']",4,6,1.0
1682,sky,16,4.45,star,14.0,4.69,,,,,,,constellation,111,"[""sky"", ""star""]",4,2,15.0,"[""alley"", ""stockings"", ""loo"", ""braces""]","[1, 2]","[""alley"", ""sky"", ""star"", ""stockings"", ""loo"", ""braces""]",2,"[{'alternative_cue': 'meteor', 'alternative_cue_novel_associations': ['star', 'sky'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'asteroid', 'alternative_cue_novel_associations': ['star', 'sky'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'suspenders', 'alternative_cue_novel_associations': ['stockings', 'braces'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'celestial', 'alternative_cue_novel_associations': ['star', 'sky'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'comet', 'alternative_cue_novel_associations': ['star', 'sky'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'stellar', 'alternative_cue_novel_associations': ['star', 'sky'], 'num_alternative_cue_novel_associations': 2}]","[['stockings', 'braces'], ['star', 'sky']]","['constellation', 'sky', 'star']","['constellation', 'sky', 'star']",9,6,1.0
1683,horse,11,5.0,walk,10.0,4.07,,,,,,,hobble,62,"[""horse"", ""walk""]",4,2,10.5,"[""pedestrian"", ""cheddar"", ""tire"", ""wheat""]","[2, 4]","[""cheddar"", ""wheat"", ""horse"", ""pedestrian"", ""walk"", ""tire""]",3,"[{'alternative_cue': 'oat', 'alternative_cue_novel_associations': ['wheat', 'horse'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'oats', 'alternative_cue_novel_associations': ['wheat', 'horse'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'trot', 'alternative_cue_novel_associations': ['horse', 'walk'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tread', 'alternative_cue_novel_associations': ['tire', 'walk'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'gait', 'alternative_cue_novel_associations': ['horse', 'walk'], 'num_alternative_cue_novel_associations': 2}]","[['horse', 'walk'], ['wheat', 'horse'], ['tire', 'walk']]","['hobble', 'horse', 'walk']","['hobble', 'horse', 'walk']",16,6,0.5555555555555555
1684,juice,17,4.89,orange,11.0,4.66,,,,,,,squeeze,69,"[""juice"", ""orange""]",4,2,14.0,"[""runner"", ""penicillin"", ""postman"", ""lead""]","[1, 4]","[""lead"", ""juice"", ""postman"", ""penicillin"", ""orange"", ""runner""]",1,"[{'alternative_cue': 'juicer', 'alternative_cue_novel_associations': ['juice', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'grapefruit', 'alternative_cue_novel_associations': ['juice', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mango', 'alternative_cue_novel_associations': ['juice', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'oranges', 'alternative_cue_novel_associations': ['juice', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pulp', 'alternative_cue_novel_associations': ['juice', 'orange'], 'num_alternative_cue_novel_associations': 2}]","[['juice', 'orange']]","['juice', 'orange', 'squeeze']","['squeeze', 'juice', 'orange']",4,6,0.7777777777777777
1685,nap,15,4.03,bed,13.0,5.0,,,,,,,rest,103,"[""nap"", ""bed""]",4,2,14.0,"[""feed"", ""peanut butter"", ""model"", ""packaging""]","[2, 5]","[""feed"", ""peanut butter"", ""nap"", ""packaging"", ""model"", ""bed""]",1,"[{'alternative_cue': 'lay down', 'alternative_cue_novel_associations': ['nap', 'bed'], 'num_alternative_cue_novel_associations': 2}]","[['nap', 'bed']]","['bed', 'nap', 'rest']","['rest', 'nap', 'bed']",4,6,1.0
1686,robot,66,4.65,phone,61.0,4.86,,,,,,,android,139,"[""robot"", ""phone""]",4,2,63.5,"[""woman"", ""snow"", ""cantaloupe"", ""martini""]","[5, 4]","[""cantaloupe"", ""woman"", ""martini"", ""snow"", ""phone"", ""robot""]",1,"[{'alternative_cue': 'receptionist', 'alternative_cue_novel_associations': ['phone', 'woman'], 'num_alternative_cue_novel_associations': 2}]","[['phone', 'woman']]","['android', 'phone', 'robot']","['android', 'robot', 'phone']",4,6,1.0
1687,sneeze,77,4.03,priest,14.0,4.77,,,,,,,bless you,117,"[""sneeze"", ""priest""]",4,2,45.5,"[""conch"", ""vermin"", ""pimple"", ""pat""]","[4, 3]","[""vermin"", ""conch"", ""pat"", ""priest"", ""sneeze"", ""pimple""]",1,"[{'alternative_cue': 'bless', 'alternative_cue_novel_associations': ['priest', 'sneeze'], 'num_alternative_cue_novel_associations': 2}]","[['priest', 'sneeze']]","['bless you', 'priest', 'sneeze']","['bless you', 'sneeze', 'priest']",4,6,1.0
1688,children,32,4.89,teacher,19.0,4.52,,,,,,,primary school,75,"[""children"", ""teacher""]",4,2,25.5,"[""lamb"", ""air"", ""ball"", ""standing""]","[3, 0]","[""teacher"", ""air"", ""lamb"", ""children"", ""standing"", ""ball""]",1,"[{'alternative_cue': 'school', 'alternative_cue_novel_associations': ['children', 'teacher'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'elementary school', 'alternative_cue_novel_associations': ['children', 'teacher'], 'num_alternative_cue_novel_associations': 2}]","[['children', 'teacher']]","['children', 'primary school', 'teacher']","['primary school', 'children', 'teacher']",4,6,1.0
1689,cone,34,4.86,vanilla,22.0,4.68,,,,,,,ice cream,101,"[""cone"", ""vanilla""]",4,2,28.0,"[""chimp"", ""mole"", ""hare"", ""synagogue""]","[3, 0]","[""vanilla"", ""chimp"", ""synagogue"", ""cone"", ""hare"", ""mole""]",0,[],[],"['cone', 'ice cream', 'vanilla']","['ice cream', 'cone', 'vanilla']",1,6,0.7777777777777777
1690,movie,26,4.59,actor,13.0,4.57,,,,,,,theatre,78,"[""movie"", ""actor""]",4,2,19.5,"[""bat"", ""solid"", ""gun"", ""mermaid""]","[1, 2]","[""mermaid"", ""movie"", ""actor"", ""bat"", ""solid"", ""gun""]",1,"[{'alternative_cue': 'actress', 'alternative_cue_novel_associations': ['movie', 'actor'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'casting', 'alternative_cue_novel_associations': ['movie', 'actor'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'director', 'alternative_cue_novel_associations': ['movie', 'actor'], 'num_alternative_cue_novel_associations': 2}]","[['movie', 'actor']]","['actor', 'movie', 'theatre']","['theatre', 'movie', 'actor']",4,6,1.0
1691,intestines,24,4.74,blood,15.0,4.86,,,,,,,guts,68,"[""intestines"", ""blood""]",4,2,19.5,"[""vomit"", ""fishing"", ""greens"", ""shave""]","[1, 3]","[""shave"", ""intestines"", ""vomit"", ""blood"", ""greens"", ""fishing""]",0,[],[],"['blood', 'guts', 'intestines']","['guts', 'intestines', 'blood']",1,6,0.5555555555555555
1693,cent,14,4.19,money,11.0,4.54,,,,,,,fifty,55,"[""cent"", ""money""]",4,2,12.5,"[""cement"", ""cabbage"", ""wolf"", ""pan""]","[5, 3]","[""wolf"", ""cement"", ""cabbage"", ""money"", ""pan"", ""cent""]",1,"[{'alternative_cue': 'penny', 'alternative_cue_novel_associations': ['money', 'cent'], 'num_alternative_cue_novel_associations': 2}]","[['money', 'cent']]","['cent', 'fifty', 'money']","['fifty', 'cent', 'money']",4,6,0.5555555555555555
1695,computer,75,4.93,keyboard,11.0,4.93,,,,,,,laptop,100,"[""computer"", ""keyboard""]",4,2,43.0,"[""portrait"", ""microscope"", ""asylum"", ""neighbor""]","[5, 0]","[""keyboard"", ""neighbor"", ""microscope"", ""portrait"", ""asylum"", ""computer""]",1,"[{'alternative_cue': 'backspace', 'alternative_cue_novel_associations': ['computer', 'keyboard'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'typist', 'alternative_cue_novel_associations': ['computer', 'keyboard'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'typing', 'alternative_cue_novel_associations': ['computer', 'keyboard'], 'num_alternative_cue_novel_associations': 2}]","[['computer', 'keyboard']]","['computer', 'keyboard', 'laptop']","['laptop', 'computer', 'keyboard']",4,6,1.0
1696,sheep,79,4.9,sweater,14.0,4.78,,,,,,,wool,108,"[""sheep"", ""sweater""]",4,2,46.5,"[""gear"", ""librarian"", ""businessman"", ""telephone""]","[2, 4]","[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",1,"[{'alternative_cue': 'wooly', 'alternative_cue_novel_associations': ['sweater', 'sheep'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'woolly', 'alternative_cue_novel_associations': ['sweater', 'sheep'], 'num_alternative_cue_novel_associations': 2}]","[['sweater', 'sheep']]","['sheep', 'sweater', 'wool']","['wool', 'sheep', 'sweater']",4,6,1.0
1697,mineral,15,4.41,rock,15.0,4.91,,,,,,,gypsum,39,"[""mineral"", ""rock""]",4,2,15.0,"[""barrel"", ""manicure"", ""boxing"", ""wheat""]","[1, 4]","[""wheat"", ""mineral"", ""barrel"", ""boxing"", ""rock"", ""manicure""]",0,[],[],"['gypsum', 'mineral', 'rock']","['gypsum', 'mineral', 'rock']",1,6,1.0
1698,people,39,4.82,group,13.0,4.12,,,,,,,crowd,64,"[""people"", ""group""]",4,2,26.0,"[""eraser"", ""onion"", ""chalk"", ""knot""]","[1, 3]","[""onion"", ""people"", ""chalk"", ""group"", ""knot"", ""eraser""]",2,"[{'alternative_cue': 'tribe', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'we', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'society', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'whiteboard', 'alternative_cue_novel_associations': ['chalk', 'eraser'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'blackboard', 'alternative_cue_novel_associations': ['chalk', 'eraser'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'gathering', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'committee', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'congregation', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'community', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'meeting', 'alternative_cue_novel_associations': ['people', 'group'], 'num_alternative_cue_novel_associations': 2}]","[['people', 'group'], ['chalk', 'eraser']]","['crowd', 'group', 'people']","['crowd', 'people', 'group']",9,6,1.0
