"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2BHNG8FAD9M3Q","https://requester.mturk.com/workers/A2BHNG8FAD9M3Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2BK45LZGGWPLX","https://requester.mturk.com/workers/A2BK45LZGGWPLX","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","83","","","","","","100","","70","","","","","","","","","","","","","","Never Blocked","",""
"A2BKOZJGNNBS9P","https://requester.mturk.com/workers/A2BKOZJGNNBS9P","27","27","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","","","Never Blocked","",""
"A2BNKLTYKMRUHG","https://requester.mturk.com/workers/A2BNKLTYKMRUHG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2BPL7X16VJLBZ","https://requester.mturk.com/workers/A2BPL7X16VJLBZ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","30","","","","","","","","","","","","","","Never Blocked","",""
"A2BR4ASLXH925X","https://requester.mturk.com/workers/A2BR4ASLXH925X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2BYWLJIES0RWR","https://requester.mturk.com/workers/A2BYWLJIES0RWR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2C84QVRK3KG57","https://requester.mturk.com/workers/A2C84QVRK3KG57","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2CK0OXMPOR9LE","https://requester.mturk.com/workers/A2CK0OXMPOR9LE","169","169","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","60","","","","","","","","4","","8","","","","Never Blocked","",""
"A2CN43OJX0W3HC","https://requester.mturk.com/workers/A2CN43OJX0W3HC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2CR1GIBUQ88QM","https://requester.mturk.com/workers/A2CR1GIBUQ88QM","27","27","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2CSV75E3JT58Y","https://requester.mturk.com/workers/A2CSV75E3JT58Y","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2D29YTN8FLONY","https://requester.mturk.com/workers/A2D29YTN8FLONY","20","20","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2D4RMKLUQ6RZA","https://requester.mturk.com/workers/A2D4RMKLUQ6RZA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2D8V692WV03KJ","https://requester.mturk.com/workers/A2D8V692WV03KJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2DC7EBSBUVUQ","https://requester.mturk.com/workers/A2DC7EBSBUVUQ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2DDPSXH2X96RF","https://requester.mturk.com/workers/A2DDPSXH2X96RF","1318","1318","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A2DNEPVF6DTLGH","https://requester.mturk.com/workers/A2DNEPVF6DTLGH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2DTSE9AI3YTXX","https://requester.mturk.com/workers/A2DTSE9AI3YTXX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2DVCI7Y89YE3W","https://requester.mturk.com/workers/A2DVCI7Y89YE3W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2DXWELMW5JNIX","https://requester.mturk.com/workers/A2DXWELMW5JNIX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2E5RJECX4HRX7","https://requester.mturk.com/workers/A2E5RJECX4HRX7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2EFCJF1JH7SBY","https://requester.mturk.com/workers/A2EFCJF1JH7SBY","163","163","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A2EI4EV6GQ9CMK","https://requester.mturk.com/workers/A2EI4EV6GQ9CMK","33","33","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"A2EJWF3VD8D2B1","https://requester.mturk.com/workers/A2EJWF3VD8D2B1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2EK1HDV4I4GSK","https://requester.mturk.com/workers/A2EK1HDV4I4GSK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ELDYT1S772YH","https://requester.mturk.com/workers/A2ELDYT1S772YH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ENNCOQEYTLFX","https://requester.mturk.com/workers/A2ENNCOQEYTLFX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2EO6IBGQEOMLB","https://requester.mturk.com/workers/A2EO6IBGQEOMLB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A2F0X4LN9N4O4C","https://requester.mturk.com/workers/A2F0X4LN9N4O4C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2F6DDUSMGIXTU","https://requester.mturk.com/workers/A2F6DDUSMGIXTU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2FFRPHNH5OKPM","https://requester.mturk.com/workers/A2FFRPHNH5OKPM","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2FFSM2AD8ME56","https://requester.mturk.com/workers/A2FFSM2AD8ME56","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2FSWM8CTLF58X","https://requester.mturk.com/workers/A2FSWM8CTLF58X","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2FV2TYREMZNGD","https://requester.mturk.com/workers/A2FV2TYREMZNGD","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2FZE7CARM54IG","https://requester.mturk.com/workers/A2FZE7CARM54IG","56","56","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A2FZFVZYY4DJ7X","https://requester.mturk.com/workers/A2FZFVZYY4DJ7X","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2G0K2OQWSMO2G","https://requester.mturk.com/workers/A2G0K2OQWSMO2G","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2G0SLXSMZWT27","https://requester.mturk.com/workers/A2G0SLXSMZWT27","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2G6ISFMGZWCQN","https://requester.mturk.com/workers/A2G6ISFMGZWCQN","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2G7XPM051Q1XB","https://requester.mturk.com/workers/A2G7XPM051Q1XB","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","3","","","","1","","Never Blocked","",""
"A2G92T4A1U377C","https://requester.mturk.com/workers/A2G92T4A1U377C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GJM9IM6XR7ON","https://requester.mturk.com/workers/A2GJM9IM6XR7ON","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GN11J853MYNH","https://requester.mturk.com/workers/A2GN11J853MYNH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GOYSTIL3LOV1","https://requester.mturk.com/workers/A2GOYSTIL3LOV1","17","17","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GYNN0CLJX98T","https://requester.mturk.com/workers/A2GYNN0CLJX98T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GZNOA5CIVKUB","https://requester.mturk.com/workers/A2GZNOA5CIVKUB","57","57","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2HA7R3TR3TR1A","https://requester.mturk.com/workers/A2HA7R3TR3TR1A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2HFCXHEDZ2SOW","https://requester.mturk.com/workers/A2HFCXHEDZ2SOW","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2HHA9EDBXOU7P","https://requester.mturk.com/workers/A2HHA9EDBXOU7P","255","255","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A2HITRHQ441VHA","https://requester.mturk.com/workers/A2HITRHQ441VHA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2HNX8GVRP80OG","https://requester.mturk.com/workers/A2HNX8GVRP80OG","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2HWF3DPE0MDCN","https://requester.mturk.com/workers/A2HWF3DPE0MDCN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I0ANKY20XQRX","https://requester.mturk.com/workers/A2I0ANKY20XQRX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I2CWKPH279QS","https://requester.mturk.com/workers/A2I2CWKPH279QS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I4XWFLI9EO0K","https://requester.mturk.com/workers/A2I4XWFLI9EO0K","9","9","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I7K3ZNGO5IJP","https://requester.mturk.com/workers/A2I7K3ZNGO5IJP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I84FKOQ8Q2IK","https://requester.mturk.com/workers/A2I84FKOQ8Q2IK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2I9WTJ8UQRDGE","https://requester.mturk.com/workers/A2I9WTJ8UQRDGE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IEI6VPAWJR6T","https://requester.mturk.com/workers/A2IEI6VPAWJR6T","434","434","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Unblocked","",""
"A2IG7MHMEO3J94","https://requester.mturk.com/workers/A2IG7MHMEO3J94","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IOCO3T2KO1WI","https://requester.mturk.com/workers/A2IOCO3T2KO1WI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IQ0QCTQ3KWLT","https://requester.mturk.com/workers/A2IQ0QCTQ3KWLT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A2IWGAADU93RNZ","https://requester.mturk.com/workers/A2IWGAADU93RNZ","21","21","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A2IXHQ41X630G","https://requester.mturk.com/workers/A2IXHQ41X630G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IZHPSC3CTGB8","https://requester.mturk.com/workers/A2IZHPSC3CTGB8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2J6B4O81C2U6R","https://requester.mturk.com/workers/A2J6B4O81C2U6R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2JJF5OFND2KL5","https://requester.mturk.com/workers/A2JJF5OFND2KL5","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2JKETV64OU7DY","https://requester.mturk.com/workers/A2JKETV64OU7DY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2JP9IKRHNLRPI","https://requester.mturk.com/workers/A2JP9IKRHNLRPI","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A2JPOXYZM5AJZZ","https://requester.mturk.com/workers/A2JPOXYZM5AJZZ","126","126","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2JUO3H5VTEEM1","https://requester.mturk.com/workers/A2JUO3H5VTEEM1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2K0L9M1ZZO5C9","https://requester.mturk.com/workers/A2K0L9M1ZZO5C9","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","3","","4","","","","Never Blocked","",""
"A2K2TRMUY4UJWW","https://requester.mturk.com/workers/A2K2TRMUY4UJWW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2KBTDHM44J7X4","https://requester.mturk.com/workers/A2KBTDHM44J7X4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2KJTQ9G4YI3DK","https://requester.mturk.com/workers/A2KJTQ9G4YI3DK","12","12","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2KKNYAIDM1I2Y","https://requester.mturk.com/workers/A2KKNYAIDM1I2Y","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2KLJKDG90K1PP","https://requester.mturk.com/workers/A2KLJKDG90K1PP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","1","","","","","","1","","Never Blocked","",""
"A2KUWUC0YZVVPK","https://requester.mturk.com/workers/A2KUWUC0YZVVPK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2KWEVSI7P1RGQ","https://requester.mturk.com/workers/A2KWEVSI7P1RGQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2L1HRXNXC73VX","https://requester.mturk.com/workers/A2L1HRXNXC73VX","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
